observed_at	2026-09-21 12:34:54.639
order	{"id": "cde504da-3226-49b7-bced-a2048af319d5", "plan": "plus", "status": "RECHARGE_FAILED", "created": "2026-09-12 12:59:27.302000", "attempts": 2, "consumed": 0, "finished": "2026-09-12 13:17:44.140000", "publicNo": "PJV1-sxfJAkvUwt9vimNTncgV", "cancelled": null, "cdkStatus": "AVAILABLE", "openCases": 0, "runStates": "FAILED_SAFE:NOT_STARTED:NOT_REQUIRED:NOT_STARTED", "submitOps": 0, "fundStates": "CLEARED:CLEARED", "hadSuccess": false, "heldLedger": 0, "openAlerts": 2, "activeFunds": 0, "failureCode": "CHECKOUT_NAVIGATION_FAILED", "cdkPointsHere": null, "activeAssignments": 0, "cancellationReview": 0}
order	{"id": "e973b7b0-5913-4288-b00c-0f6d6cb25170", "plan": "plus", "status": "RECHARGE_FAILED", "created": "2026-09-12 13:26:53.307000", "attempts": 1, "consumed": 0, "finished": "2026-09-12 13:27:41.869000", "publicNo": "PJV1-vEDBfk6iEHSuawpklHls", "cancelled": null, "cdkStatus": "AVAILABLE", "openCases": 0, "runStates": "FAILED_SAFE:NOT_STARTED:NOT_REQUIRED:NOT_STARTED", "submitOps": 0, "fundStates": "CLEARED:CLEARED", "hadSuccess": false, "heldLedger": 0, "openAlerts": 2, "activeFunds": 0, "failureCode": "CHECKOUT_NAVIGATION_FAILED", "cdkPointsHere": null, "activeAssignments": 0, "cancellationReview": 0}
order	{"id": "6c512a6f-59e8-44b9-bdd3-6f3108040d51", "plan": "plus", "status": "CLOSED", "created": "2026-09-12 16:02:25.547000", "attempts": 2, "consumed": 0, "finished": "2026-09-12 17:57:16.063000", "publicNo": "PJV1-G4OZ2IwONAFtL7dUNokp", "cancelled": null, "cdkStatus": "AVAILABLE", "openCases": 1, "runStates": "FAILED_SAFE:NOT_STARTED:NOT_REQUIRED:NOT_STARTED,FAILED_SAFE:PAYMENT_DECLINED:RESOLVED:NOT_STARTED", "submitOps": 1, "fundStates": "CLEARED:CLEARED,FAILED:CLEARED", "hadSuccess": false, "heldLedger": 0, "openAlerts": 4, "activeFunds": 0, "failureCode": "HUMAN_VERIFIED_NOT_CHARGED", "cdkPointsHere": null, "activeAssignments": 0, "cancellationReview": 0}
order	{"id": "5beee94b-f8ee-4cbe-bade-15bcc1d05340", "plan": "plus", "status": "CLOSED", "created": "2026-09-13 02:22:59.913000", "attempts": 1, "consumed": 0, "finished": "2026-09-13 02:44:21.102000", "publicNo": "PJV1-4U9xwJCCcbx_2qp7EX-1", "cancelled": null, "cdkStatus": "AVAILABLE", "openCases": 0, "runStates": "FAILED_SAFE:PAYMENT_DECLINED:RESOLVED:NOT_STARTED", "submitOps": 1, "fundStates": "FAILED:CLEARED", "hadSuccess": false, "heldLedger": 0, "openAlerts": 3, "activeFunds": 0, "failureCode": "HUMAN_VERIFIED_NOT_CHARGED", "cdkPointsHere": null, "activeAssignments": 0, "cancellationReview": 0}
order	{"id": "e0b28864-1b04-4f98-90e8-676983939a75", "plan": "plus", "status": "RECHARGE_SUCCESS", "created": "2026-09-13 02:56:57.780000", "attempts": 1, "consumed": 1, "finished": "2026-09-13 02:59:28.066000", "publicNo": "PJV1-KLZoklP0ZjTMhLIMVxYd", "cancelled": null, "cdkStatus": "REDEEMED", "openCases": 0, "runStates": "COMPLETED:PAYMENT_CONFIRMED:RESOLVED:CANCELLATION_CONFIRMED", "submitOps": 1, "fundStates": "SUCCESS:SETTLED", "hadSuccess": true, "heldLedger": 0, "openAlerts": 4, "activeFunds": 0, "failureCode": null, "cdkPointsHere": true, "activeAssignments": 0, "cancellationReview": 0}
order	{"id": "c849e957-4dbf-45be-8f64-d3e47309b85a", "plan": "plus", "status": "RECHARGE_SUCCESS", "created": "2026-09-13 03:39:38.437000", "attempts": 1, "consumed": 1, "finished": "2026-09-13 03:43:18.937000", "publicNo": "PJV1-L_fKJY_PJYxUx2ZlYatk", "cancelled": null, "cdkStatus": "REDEEMED", "openCases": 0, "runStates": "COMPLETED:PAYMENT_CONFIRMED:RESOLVED:CANCELLATION_CONFIRMED", "submitOps": 1, "fundStates": "SUCCESS:SETTLED", "hadSuccess": true, "heldLedger": 0, "openAlerts": 4, "activeFunds": 0, "failureCode": null, "cdkPointsHere": true, "activeAssignments": 0, "cancellationReview": 0}
order	{"id": "2010cdc8-89c7-48ea-9b16-d5b077b89585", "plan": "plus", "status": "RECHARGE_SUCCESS", "created": "2026-09-13 07:21:20.329000", "attempts": 11, "consumed": 1, "finished": "2026-09-13 07:32:26.306000", "publicNo": "PJV1-XrDZCfpakRwaoRQLrEbS", "cancelled": null, "cdkStatus": "REDEEMED", "openCases": 0, "runStates": "COMPLETED:PAYMENT_CONFIRMED:RESOLVED:CANCELLATION_CONFIRMED,FAILED_SAFE:NOT_STARTED:NOT_REQUIRED:NOT_STARTED", "submitOps": 1, "fundStates": "CLEARED:CLEARED,SUCCESS:SETTLED", "hadSuccess": true, "heldLedger": 0, "openAlerts": 4, "activeFunds": 0, "failureCode": null, "cdkPointsHere": true, "activeAssignments": 0, "cancellationReview": 0}
order	{"id": "c4c9d549-5ff0-4e76-9eac-467e66ff1866", "plan": "plus", "status": "RECHARGE_SUCCESS", "created": "2026-09-13 09:15:25.817000", "attempts": 1, "consumed": 1, "finished": "2026-09-13 09:18:01.867000", "publicNo": "PJV1-4J5Oq9I-hdv69aLk59wY", "cancelled": null, "cdkStatus": "REDEEMED", "openCases": 0, "runStates": "COMPLETED:PAYMENT_CONFIRMED:RESOLVED:CANCELLATION_CONFIRMED", "submitOps": 1, "fundStates": "SUCCESS:SETTLED", "hadSuccess": true, "heldLedger": 0, "openAlerts": 4, "activeFunds": 0, "failureCode": null, "cdkPointsHere": true, "activeAssignments": 0, "cancellationReview": 0}
order	{"id": "650fec3c-5555-4100-8a98-1d5e51ba8765", "plan": "plus", "status": "RECHARGE_FAILED", "created": "2026-09-13 09:19:28.111000", "attempts": 1, "consumed": 0, "finished": "2026-09-13 09:21:06.781000", "publicNo": "PJV1-CsswKRT9RfpBRtm7c2tA", "cancelled": null, "cdkStatus": "REDEEMED", "openCases": 0, "runStates": "FAILED_SAFE:PAYMENT_ARMED:NOT_REQUIRED:NOT_STARTED", "submitOps": 0, "fundStates": "CLEARED:CLEARED", "hadSuccess": false, "heldLedger": 0, "openAlerts": 2, "activeFunds": 0, "failureCode": "CHECKOUT_DRIFT", "cdkPointsHere": false, "activeAssignments": 0, "cancellationReview": 0}
order	{"id": "7ed16d33-b691-40ef-bdf3-78be681a8fd7", "plan": "plus", "status": "RECHARGE_SUCCESS", "created": "2026-09-13 09:32:14.501000", "attempts": 3, "consumed": 1, "finished": "2026-09-13 09:51:14.190000", "publicNo": "PJV1-pom5NfWiskFl9u4Aspdm", "cancelled": null, "cdkStatus": "REDEEMED", "openCases": 0, "runStates": "FAILED_SAFE:NOT_STARTED:NOT_REQUIRED:NOT_STARTED", "submitOps": 0, "fundStates": "CLEARED:CLEARED", "hadSuccess": true, "heldLedger": 0, "openAlerts": 1, "activeFunds": 0, "failureCode": null, "cdkPointsHere": true, "activeAssignments": 0, "cancellationReview": 1}
order	{"id": "7482776f-6c4a-464b-9508-013babe6fcd8", "plan": "plus", "status": "RECHARGE_FAILED", "created": "2026-09-13 09:52:13.444000", "attempts": 1, "consumed": 0, "finished": "2026-09-13 09:53:59.972000", "publicNo": "PJV1-ZESq0lU8oOeMduHMGAGe", "cancelled": null, "cdkStatus": "REDEEMED", "openCases": 0, "runStates": "FAILED_SAFE:NOT_STARTED:NOT_REQUIRED:NOT_STARTED", "submitOps": 0, "fundStates": "CLEARED:CLEARED", "hadSuccess": false, "heldLedger": 0, "openAlerts": 2, "activeFunds": 0, "failureCode": "CHECKOUT_OBSERVATION_FAILED", "cdkPointsHere": false, "activeAssignments": 0, "cancellationReview": 0}
order	{"id": "5f174075-ef2f-458e-bc28-82d51f9ac06d", "plan": "plus", "status": "RECHARGE_FAILED", "created": "2026-09-13 09:59:12.886000", "attempts": 1, "consumed": 0, "finished": "2026-09-13 10:01:04.503000", "publicNo": "PJV1-uhk83YQyc0uG05biOAwe", "cancelled": null, "cdkStatus": "REDEEMED", "openCases": 0, "runStates": "FAILED_SAFE:PAYMENT_ARMED:NOT_REQUIRED:NOT_STARTED", "submitOps": 0, "fundStates": "CLEARED:CLEARED", "hadSuccess": false, "heldLedger": 0, "openAlerts": 2, "activeFunds": 0, "failureCode": "CHECKOUT_DRIFT", "cdkPointsHere": false, "activeAssignments": 0, "cancellationReview": 0}
order	{"id": "7a0fbf56-ba95-4ecf-8da4-ebc936f19c57", "plan": "plus", "status": "RECHARGE_SUCCESS", "created": "2026-09-13 10:02:48.052000", "attempts": 1, "consumed": 1, "finished": "2026-09-13 10:07:01.150000", "publicNo": "PJV1-NnL3DWl9sCCHWsT2krMy", "cancelled": null, "cdkStatus": "REDEEMED", "openCases": 0, "runStates": "FAILED_SAFE:PAYMENT_ARMED:NOT_REQUIRED:NOT_STARTED", "submitOps": 0, "fundStates": "CLEARED:CLEARED", "hadSuccess": true, "heldLedger": 0, "openAlerts": 2, "activeFunds": 0, "failureCode": null, "cdkPointsHere": true, "activeAssignments": 0, "cancellationReview": 1}
order	{"id": "67b460cd-ffc6-4a3a-8993-86038854f9e0", "plan": "plus", "status": "RECHARGE_FAILED", "created": "2026-09-13 10:20:55.590000", "attempts": 1, "consumed": 0, "finished": "2026-09-13 10:22:45.260000", "publicNo": "PJV1-Kx8VXj3fvv-9EfU9301r", "cancelled": null, "cdkStatus": "REDEEMED", "openCases": 0, "runStates": "FAILED_SAFE:PAYMENT_ARMED:NOT_REQUIRED:NOT_STARTED", "submitOps": 0, "fundStates": "CLEARED:CLEARED", "hadSuccess": false, "heldLedger": 0, "openAlerts": 2, "activeFunds": 0, "failureCode": "CHECKOUT_DRIFT", "cdkPointsHere": false, "activeAssignments": 0, "cancellationReview": 0}
order	{"id": "ae727232-6981-4186-b8f3-79311d2f0332", "plan": "plus", "status": "RECHARGE_FAILED", "created": "2026-09-13 10:33:22.703000", "attempts": 1, "consumed": 0, "finished": "2026-09-13 10:35:17.734000", "publicNo": "PJV1-DEUbgiYSmRskVKwRGHau", "cancelled": null, "cdkStatus": "REDEEMED", "openCases": 0, "runStates": "FAILED_SAFE:PAYMENT_ARMED:NOT_REQUIRED:NOT_STARTED", "submitOps": 0, "fundStates": "CLEARED:CLEARED", "hadSuccess": false, "heldLedger": 0, "openAlerts": 2, "activeFunds": 0, "failureCode": "CHECKOUT_DRIFT", "cdkPointsHere": false, "activeAssignments": 0, "cancellationReview": 0}
order	{"id": "e46bde94-3ad3-46ec-843c-7e42597e858b", "plan": "plus", "status": "RECHARGE_FAILED", "created": "2026-09-13 10:47:15.326000", "attempts": 1, "consumed": 0, "finished": "2026-09-13 10:49:03.837000", "publicNo": "PJV1-LoKY0NPRNVx_d55Vpp79", "cancelled": null, "cdkStatus": "REDEEMED", "openCases": 0, "runStates": "FAILED_SAFE:PAYMENT_ARMED:NOT_REQUIRED:NOT_STARTED", "submitOps": 0, "fundStates": "CLEARED:CLEARED", "hadSuccess": false, "heldLedger": 0, "openAlerts": 2, "activeFunds": 0, "failureCode": "CHECKOUT_DRIFT", "cdkPointsHere": false, "activeAssignments": 0, "cancellationReview": 0}
order	{"id": "424a54ec-3ac7-495c-b57e-e29e4d40e18e", "plan": "plus", "status": "RECHARGE_FAILED", "created": "2026-09-13 10:53:33.254000", "attempts": 1, "consumed": 0, "finished": "2026-09-13 10:55:56.390000", "publicNo": "PJV1-kRq-_mhKVj6c63rzgPIp", "cancelled": null, "cdkStatus": "REDEEMED", "openCases": 0, "runStates": "FAILED_SAFE:NOT_STARTED:NOT_REQUIRED:NOT_STARTED", "submitOps": 0, "fundStates": "CLEARED:CLEARED", "hadSuccess": false, "heldLedger": 0, "openAlerts": 2, "activeFunds": 0, "failureCode": "CHECKOUT_OBSERVATION_FAILED", "cdkPointsHere": false, "activeAssignments": 0, "cancellationReview": 0}
order	{"id": "52a9468e-d2d1-432c-bb18-471c87ec48b4", "plan": "plus", "status": "RECHARGE_FAILED", "created": "2026-09-13 11:08:28.920000", "attempts": 1, "consumed": 0, "finished": "2026-09-13 11:09:49.839000", "publicNo": "PJV1-T8_nhSqMHMhhLkhjK9fx", "cancelled": null, "cdkStatus": "REDEEMED", "openCases": 0, "runStates": "FAILED_SAFE:NOT_STARTED:NOT_REQUIRED:NOT_STARTED", "submitOps": 0, "fundStates": "CLEARED:CLEARED", "hadSuccess": false, "heldLedger": 0, "openAlerts": 2, "activeFunds": 0, "failureCode": "CHECKOUT_OBSERVATION_FAILED", "cdkPointsHere": false, "activeAssignments": 0, "cancellationReview": 0}
order	{"id": "b1db82ad-7353-4423-98ec-c5cba2b25a0c", "plan": "plus", "status": "RECHARGE_FAILED", "created": "2026-09-13 11:17:47.310000", "attempts": 1, "consumed": 0, "finished": "2026-09-13 11:19:54.437000", "publicNo": "PJV1-CG3N_V2BykT5Cuag1zF4", "cancelled": null, "cdkStatus": "REDEEMED", "openCases": 0, "runStates": "FAILED_SAFE:NOT_STARTED:NOT_REQUIRED:NOT_STARTED", "submitOps": 0, "fundStates": "CLEARED:CLEARED", "hadSuccess": false, "heldLedger": 0, "openAlerts": 2, "activeFunds": 0, "failureCode": "CHECKOUT_OBSERVATION_FAILED", "cdkPointsHere": false, "activeAssignments": 0, "cancellationReview": 0}
order	{"id": "2f3f6809-77a4-42e7-b998-f8ff49823b7e", "plan": "plus", "status": "RECHARGE_FAILED", "created": "2026-09-13 11:36:43.689000", "attempts": 1, "consumed": 0, "finished": "2026-09-13 11:37:22.251000", "publicNo": "PJV1-o4SAkMlak7i6StNYxnXh", "cancelled": null, "cdkStatus": "REDEEMED", "openCases": 0, "runStates": "FAILED_SAFE:NOT_STARTED:NOT_REQUIRED:NOT_STARTED", "submitOps": 0, "fundStates": "CLEARED:CLEARED", "hadSuccess": false, "heldLedger": 0, "openAlerts": 2, "activeFunds": 0, "failureCode": "PAGE_CHECKPOINT_FAILED", "cdkPointsHere": false, "activeAssignments": 0, "cancellationReview": 0}
order	{"id": "67aa5980-15a2-4026-aafa-85b4c66f077e", "plan": "plus", "status": "RECHARGE_FAILED", "created": "2026-09-13 11:43:49.100000", "attempts": 1, "consumed": 0, "finished": "2026-09-13 11:45:48.526000", "publicNo": "PJV1-er4Sbt7r7WZbkTuc0IQv", "cancelled": null, "cdkStatus": "REDEEMED", "openCases": 0, "runStates": "FAILED_SAFE:PAYMENT_ARMED:NOT_REQUIRED:NOT_STARTED", "submitOps": 0, "fundStates": "CLEARED:CLEARED", "hadSuccess": false, "heldLedger": 0, "openAlerts": 2, "activeFunds": 0, "failureCode": "CHECKOUT_DRIFT", "cdkPointsHere": false, "activeAssignments": 0, "cancellationReview": 0}
order	{"id": "702ac8e6-f7f1-4b77-9aef-eefcfa60565f", "plan": "plus", "status": "RECHARGE_FAILED", "created": "2026-09-13 12:00:57.081000", "attempts": 1, "consumed": 0, "finished": "2026-09-13 12:07:10.076000", "publicNo": "PJV1-XeW9ruAhMkUzWya1_h2v", "cancelled": null, "cdkStatus": "REDEEMED", "openCases": 0, "runStates": "FAILED_SAFE:NOT_STARTED:NOT_REQUIRED:NOT_STARTED", "submitOps": 0, "fundStates": "CLEARED:CLEARED", "hadSuccess": false, "heldLedger": 0, "openAlerts": 2, "activeFunds": 0, "failureCode": "CHECKOUT_NAVIGATION_FAILED", "cdkPointsHere": false, "activeAssignments": 0, "cancellationReview": 0}
order	{"id": "9cf25622-0db8-4442-9501-f41940500d11", "plan": "plus", "status": "RECHARGE_FAILED", "created": "2026-09-13 12:12:06.724000", "attempts": 1, "consumed": 0, "finished": "2026-09-13 12:14:26.026000", "publicNo": "PJV1-3JrQ49VAvhscs04ciiSV", "cancelled": null, "cdkStatus": "REDEEMED", "openCases": 0, "runStates": "FAILED_SAFE:PAYMENT_ARMED:NOT_REQUIRED:NOT_STARTED", "submitOps": 0, "fundStates": "CLEARED:CLEARED", "hadSuccess": false, "heldLedger": 0, "openAlerts": 2, "activeFunds": 0, "failureCode": "CHECKOUT_DRIFT", "cdkPointsHere": false, "activeAssignments": 0, "cancellationReview": 0}
order	{"id": "9027b461-0c0c-4eda-ad99-cd37770f65e1", "plan": "plus", "status": "RECHARGE_FAILED", "created": "2026-09-13 13:00:32.304000", "attempts": 1, "consumed": 0, "finished": "2026-09-13 13:02:34.190000", "publicNo": "PJV1-MU5WCYmeVEllF1L2rp1H", "cancelled": null, "cdkStatus": "REDEEMED", "openCases": 0, "runStates": "FAILED_SAFE:PAYMENT_ARMED:NOT_REQUIRED:NOT_STARTED", "submitOps": 0, "fundStates": "CLEARED:CLEARED", "hadSuccess": false, "heldLedger": 0, "openAlerts": 2, "activeFunds": 0, "failureCode": "CHECKOUT_DRIFT", "cdkPointsHere": false, "activeAssignments": 0, "cancellationReview": 0}
order	{"id": "fc558768-9b7c-4838-a345-7c87be4bd173", "plan": "plus", "status": "RECHARGE_SUCCESS", "created": "2026-09-13 13:15:07.249000", "attempts": 1, "consumed": 1, "finished": "2026-09-13 14:23:25.624000", "publicNo": "PJV1-BUGAhkA9dYVdLiD6WQac", "cancelled": null, "cdkStatus": "REDEEMED", "openCases": 0, "runStates": "FAILED_SAFE:NOT_STARTED:NOT_REQUIRED:NOT_STARTED", "submitOps": 0, "fundStates": "CLEARED:CLEARED", "hadSuccess": true, "heldLedger": 0, "openAlerts": 2, "activeFunds": 0, "failureCode": null, "cdkPointsHere": true, "activeAssignments": 0, "cancellationReview": 1}
order	{"id": "5d58c604-9d32-4194-afe9-7619e4957bd9", "plan": "plus", "status": "RECHARGE_FAILED", "created": "2026-09-13 15:54:16.354000", "attempts": 1, "consumed": 0, "finished": "2026-09-13 15:55:50.897000", "publicNo": "PJV1-Lj5sczJvWxJ3upz2IQ5T", "cancelled": null, "cdkStatus": "AVAILABLE", "openCases": 0, "runStates": "FAILED_SAFE:NOT_STARTED:NOT_REQUIRED:NOT_STARTED", "submitOps": 0, "fundStates": "CLEARED:CLEARED", "hadSuccess": false, "heldLedger": 0, "openAlerts": 2, "activeFunds": 0, "failureCode": "CHECKOUT_NAVIGATION_FAILED", "cdkPointsHere": null, "activeAssignments": 0, "cancellationReview": 0}
order	{"id": "e690fe6a-6969-4758-b747-b05da1459db3", "plan": "plus", "status": "RECHARGE_SUCCESS", "created": "2026-09-13 17:09:28.726000", "attempts": 1, "consumed": 1, "finished": "2026-09-13 23:20:36.340000", "publicNo": "PJV1-G3Ni4WrwJERVUOg5tl3x", "cancelled": null, "cdkStatus": "REDEEMED", "openCases": 0, "runStates": "FAILED_SAFE:PAYMENT_ARMED:NOT_REQUIRED:NOT_STARTED", "submitOps": 0, "fundStates": "CLEARED:CLEARED", "hadSuccess": true, "heldLedger": 0, "openAlerts": 2, "activeFunds": 0, "failureCode": null, "cdkPointsHere": true, "activeAssignments": 0, "cancellationReview": 1}
order	{"id": "758cb451-5006-46cd-a02d-dc0657e46e74", "plan": "plus", "status": "RECHARGE_SUCCESS", "created": "2026-09-14 02:03:31.617000", "attempts": 1, "consumed": 1, "finished": "2026-09-14 02:12:42.444000", "publicNo": "PJV1-zdprG5vkLzo7UKs8XEe1", "cancelled": null, "cdkStatus": "REDEEMED", "openCases": 0, "runStates": "FAILED_SAFE:PAYMENT_ARMED:NOT_REQUIRED:NOT_STARTED", "submitOps": 0, "fundStates": "CLEARED:CLEARED", "hadSuccess": true, "heldLedger": 0, "openAlerts": 2, "activeFunds": 0, "failureCode": null, "cdkPointsHere": true, "activeAssignments": 0, "cancellationReview": 1}
order	{"id": "fb9d6e20-2880-4f17-9d11-acbff50742be", "plan": "plus", "status": "RECHARGE_FAILED", "created": "2026-09-14 04:48:36.852000", "attempts": 1, "consumed": 0, "finished": "2026-09-14 04:49:11.391000", "publicNo": "PJV1-_md1Qxt_rBopPGKMOkwB", "cancelled": null, "cdkStatus": "REVOKED", "openCases": 0, "runStates": "FAILED_SAFE:NOT_STARTED:NOT_REQUIRED:NOT_STARTED", "submitOps": 0, "fundStates": "CLEARED:CLEARED", "hadSuccess": false, "heldLedger": 0, "openAlerts": 2, "activeFunds": 0, "failureCode": "CHECKOUT_NAVIGATION_FAILED", "cdkPointsHere": null, "activeAssignments": 0, "cancellationReview": 0}
order	{"id": "4cd623d7-0c66-4cf7-9d0d-2b6948d30b1e", "plan": "plus", "status": "RECHARGE_SUCCESS", "created": "2026-09-14 06:38:56.726000", "attempts": 1, "consumed": 1, "finished": "2026-09-14 07:05:00.990000", "publicNo": "PJV1-x1DrRtJrDN-FYd489YaO", "cancelled": 1, "cdkStatus": "REDEEMED", "openCases": 0, "runStates": null, "submitOps": 0, "fundStates": "SUCCESS:SETTLED", "hadSuccess": true, "heldLedger": 0, "openAlerts": 0, "activeFunds": 0, "failureCode": null, "cdkPointsHere": true, "activeAssignments": 0, "cancellationReview": 0}
order	{"id": "023f18a2-5535-44e5-9962-b3f1988eb7a9", "plan": "plus", "status": "RECHARGE_SUCCESS", "created": "2026-09-14 08:57:10.461000", "attempts": 1, "consumed": 1, "finished": "2026-09-14 09:04:20.799000", "publicNo": "PJV1-i9TyuhvtCVYmHa5EjNuX", "cancelled": 1, "cdkStatus": "REDEEMED", "openCases": 0, "runStates": null, "submitOps": 0, "fundStates": "SUCCESS:SETTLED", "hadSuccess": true, "heldLedger": 0, "openAlerts": 0, "activeFunds": 0, "failureCode": null, "cdkPointsHere": true, "activeAssignments": 0, "cancellationReview": 0}
order	{"id": "e606e3cd-6778-415a-8581-9705678f9611", "plan": "plus", "status": "RECHARGE_FAILED", "created": "2026-09-16 10:16:35.794000", "attempts": 1, "consumed": 0, "finished": "2026-09-16 10:17:12.973000", "publicNo": "PJV1-h9RKlXHNoWfTO01S8aGT", "cancelled": null, "cdkStatus": "REDEEMED", "openCases": 0, "runStates": "FAILED_SAFE:NOT_STARTED:NOT_REQUIRED:NOT_STARTED", "submitOps": 0, "fundStates": "CLEARED:CLEARED", "hadSuccess": false, "heldLedger": 0, "openAlerts": 2, "activeFunds": 0, "failureCode": "CHATGPT_ACCESS_BLOCKED", "cdkPointsHere": false, "activeAssignments": 0, "cancellationReview": 0}
order	{"id": "34754d6d-9aa4-40e2-89c2-a1c020dd39e0", "plan": "plus", "status": "RECHARGE_SUCCESS", "created": "2026-09-16 11:06:44.485000", "attempts": 1, "consumed": 1, "finished": "2026-09-16 11:09:34.744000", "publicNo": "PJV1-x-tIsPB5ICHu6R9bzsSO", "cancelled": null, "cdkStatus": "REDEEMED", "openCases": 0, "runStates": "COMPLETED:PAYMENT_CONFIRMED:RESOLVED:CANCELLATION_CONFIRMED", "submitOps": 1, "fundStates": "SUCCESS:SETTLED", "hadSuccess": true, "heldLedger": 0, "openAlerts": 4, "activeFunds": 0, "failureCode": null, "cdkPointsHere": true, "activeAssignments": 0, "cancellationReview": 0}
order	{"id": "cc24c195-5f1e-421a-91c5-a0e0c8e3eac1", "plan": "plus", "status": "CLOSED", "created": "2026-09-18 01:05:04.266000", "attempts": 1, "consumed": 0, "finished": "2026-09-18 01:23:52.097000", "publicNo": "PJV1-08VhIP9rOVWJgM2k-2sQ", "cancelled": null, "cdkStatus": "REVOKED", "openCases": 0, "runStates": "FAILED_SAFE:NOT_STARTED:NOT_REQUIRED:NOT_STARTED", "submitOps": 0, "fundStates": "CLEARED:CLEARED", "hadSuccess": false, "heldLedger": 0, "openAlerts": 2, "activeFunds": 0, "failureCode": "CANCELLED_PRE_SUBMISSION", "cdkPointsHere": null, "activeAssignments": 0, "cancellationReview": 0}
order	{"id": "aee03f56-1762-4793-9d33-404624475a4f", "plan": "plus", "status": "CLOSED", "created": "2026-09-18 01:24:30.301000", "attempts": 1, "consumed": 0, "finished": "2026-09-18 01:40:26.803000", "publicNo": "PJV1-DE68qse66RbfNDVkpmmE", "cancelled": null, "cdkStatus": "REVOKED", "openCases": 0, "runStates": "FAILED_SAFE:NOT_STARTED:NOT_REQUIRED:NOT_STARTED", "submitOps": 0, "fundStates": "CLEARED:CLEARED", "hadSuccess": false, "heldLedger": 0, "openAlerts": 1, "activeFunds": 0, "failureCode": "CANCELLED_PRE_SUBMISSION", "cdkPointsHere": null, "activeAssignments": 0, "cancellationReview": 0}
order	{"id": "958487ea-193b-456c-a579-4b7ddbe1d95b", "plan": "plus", "status": "CLOSED", "created": "2026-09-18 06:54:17.044000", "attempts": 2, "consumed": 0, "finished": "2026-09-18 06:59:34.265000", "publicNo": "PJV1-8DB4vPHrXotbcNBJHETH", "cancelled": null, "cdkStatus": "REDEEMED", "openCases": 0, "runStates": "FAILED_SAFE:NOT_STARTED:NOT_REQUIRED:NOT_STARTED", "submitOps": 0, "fundStates": "CLEARED:CLEARED", "hadSuccess": false, "heldLedger": 0, "openAlerts": 1, "activeFunds": 0, "failureCode": "CANCELLED_PRE_SUBMISSION", "cdkPointsHere": true, "activeAssignments": 0, "cancellationReview": 0}
case	{"id": "cf367b11-a188-4a8b-89a0-25396c2b3996", "card": null, "type": "BROWSER_PAYMENT_UNKNOWN", "order": "PJV1-9TN0gGX-I5rRdhXxLrq7", "runId": "958ed66c-b9ef-48e2-a645-3f3e6226a71a", "status": "OPEN", "attempt": "13c3217e-36da-42ca-99d3-37a568fd13ea", "detected": "2026-09-11 07:51:10.106000", "lastSeen": null, "reasonCode": "PLUS_ACTIVATION_UNCONFIRMED"}
case	{"id": "1286b5b3-9fe3-40b7-aff9-25cbaec03ff7", "card": null, "type": "BROWSER_PAYMENT_UNKNOWN", "order": "PJV1-G4OZ2IwONAFtL7dUNokp", "runId": "8c59ef43-3b84-4db3-8e56-30179fed1b2e", "status": "OPEN", "attempt": "73247f7f-7c6b-4fb5-b05a-e337075a8e92", "detected": "2026-09-12 16:54:42.572000", "lastSeen": null, "reasonCode": "PLUS_ACTIVATION_UNCONFIRMED"}
case_attempt	{"id": "13c3217e-36da-42ca-99d3-37a568fd13ea", "funds": "CLEARED", "order": "PJV1-9TN0gGX-I5rRdhXxLrq7", "intent": "2026-09-11 07:20:17.974000", "status": "FAILED", "finished": "2026-09-11 08:15:40.835000", "submitted": null, "resultKeys": ["code", "browserRunId", "evidenceHash"]}
case_attempt	{"id": "49162076-0201-4d1e-b21a-fdc50d6dcfa0", "funds": "CLEARED", "order": "PJV1-G4OZ2IwONAFtL7dUNokp", "intent": "2026-09-12 16:02:26.216000", "status": "CLEARED", "finished": "2026-09-12 16:03:04.895000", "submitted": null, "resultKeys": ["code", "browserRunId", "noExternalPaymentAction"]}
case_attempt	{"id": "73247f7f-7c6b-4fb5-b05a-e337075a8e92", "funds": "CLEARED", "order": "PJV1-G4OZ2IwONAFtL7dUNokp", "intent": "2026-09-12 16:41:45.976000", "status": "FAILED", "finished": "2026-09-12 17:57:16.063000", "submitted": null, "resultKeys": ["code", "browserRunId", "evidenceHash"]}
case_run	{"id": "958ed66c-b9ef-48e2-a645-3f3e6226a71a", "lane": null, "order": "PJV1-9TN0gGX-I5rRdhXxLrq7", "status": "FAILED_SAFE", "created": "2026-09-11 07:38:54.499000", "payment": "PAYMENT_DECLINED", "finished": "2026-09-11 08:15:40.835000", "lastError": "HUMAN_VERIFIED_NOT_CHARGED", "cancelledAt": null, "postPayment": "NOT_STARTED", "requestedBy": "brain-cli", "verification": "RESOLVED", "lastCheckpoint": "CONTROL_RESOLVE_UNKNOWN_PAYMENT"}
